"componentType","logicalName","parent","sourcePath","domain","targetSolution","disposition","rationale","licenceReview","maturityReview","sourceOnly"
"MissingDependency","telephone1","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","transactioncurrencyid","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","websiteurl","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","account","account","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{6356ff2a-bbbe-49fb-9da2-160b08865688}","cr7e8_AdvisorCockpit","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","campaign","cr7e8_AdvisorCockpit","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Images/AppModule_Default_Icon.png","cr7e8_AdvisorCockpit","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Images/AppModule_Default_Icon.png","cr7e8_BrokerManager","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Images/AppModule_Default_Icon.png","cr7e8_ClaimCockpit","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","type:MCPServer","cr7e8_cr7e8_AdvisorCockpit_name_cr7e8_AdvisorCockpit_MCPServer","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","cr7e8_household","cr7e8_household","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","cr7e8_offer","cr7e8_offer","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","cr7e8_policy","cr7e8_policy","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","incident","incident","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","lead","lead","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Analytics/imgs/Copilot.svg","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Analytics/imgs/CustomerServiceInsights.svg","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Analytics/imgs/CustomizedReportsIcon.svg","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Analytics/imgs/EmailSentimentIcon.svg","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Analytics/imgs/KnowledgeSearchIcon.svg","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Analytics/imgs/OmnichannelReportIcon.svg","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Analytics/imgs/RealtimeReportIcon.svg","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Analytics/imgs/URRealTimeIcon.svg","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_agentcoachadminsettings","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_AIOptimizationHubIConFinal","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_customerasset","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_CustomerServiceWorkspace","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_dataanalyticsreport_copilot","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_dataanalyticsreport_csrmanager","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_dataanalyticsreport_email","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_dataanalyticsreport_ksinsights","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_dataanalyticsreport_mc","msdyn_CustomerServiceWorkspace","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
